Image_Metadata_Well,Image_Metadata_Plate,Mouse,Plate_Number,Marker,Genotype,DaysIV,Cell_Type,Trt
F10,2010.11.24.20.23.10,8927,7,Syn,B,14,H,CTL
F11,2010.11.24.20.23.10,8927,7,Spino,B,14,H,CTL
G2,2010.11.24.20.23.10,249*,7,Spino,A,14,H,MP
G3,2010.11.24.20.23.10,249*,7,Syn,A,14,H,MP
G4,2010.11.24.20.23.10,249*,7,PSD,A,14,H,MP
G9,2010.11.24.20.23.10,8927,7,PSD,B,14,H,MP
G10,2010.11.24.20.23.10,8927,7,Syn,B,14,H,MP
G11,2010.11.24.20.23.10,8927,7,Spino,B,14,H,MP
B5,2010.11.25.20.42.42,9818,8,GluR1,A,14,H,MP
B6,2010.11.25.20.42.42,9818,8,GluR2,A,14,H,MP
B7,2010.11.25.20.42.42,6477,8,GluR2,B,14,H,MP
B8,2010.11.25.20.42.42,6477,8,GluR1,B,14,H,MP
C5,2010.11.25.20.42.42,9818,8,GluR1,A,14,H,CTL
C6,2010.11.25.20.42.42,9818,8,GluR2,A,14,H,CTL
C7,2010.11.25.20.42.42,6477,8,GluR2,B,14,H,CTL
C8,2010.11.25.20.42.42,6477,8,GluR1,B,14,H,CTL
D5,2010.11.25.20.42.42,9818,8,GluR1,A,14,H,MP
D6,2010.11.25.20.42.42,9818,8,GluR2,A,14,H,MP
D7,2010.11.25.20.42.42,6477,8,GluR2,B,14,H,MP
D8,2010.11.25.20.42.42,6477,8,GluR1,B,14,H,MP
E5,2010.11.25.20.42.42,9818,8,GluR1,A,14,H,CTL
E6,2010.11.25.20.42.42,9818,8,GluR2,A,14,H,CTL
E7,2010.11.25.20.42.42,6477,8,GluR2,B,14,H,CTL
E8,2010.11.25.20.42.42,6477,8,GluR1,B,14,H,CTL
F5,2010.11.25.20.42.42,9818,8,GluR1,A,14,H,MP
F6,2010.11.25.20.42.42,9818,8,GluR2,A,14,H,MP
F7,2010.11.25.20.42.42,6477,8,GluR2,B,14,H,MP
F8,2010.11.25.20.42.42,6477,8,GluR1,B,14,H,MP
G5,2010.11.25.20.42.42,9818,8,GluR1,A,14,H,CTL
G6,2010.11.25.20.42.42,9818,8,GluR2,A,14,H,CTL
G7,2010.11.25.20.42.42,6477,8,GluR2,B,14,H,CTL
G8,2010.11.25.20.42.42,6477,8,GluR1,B,14,H,CTL
B2,2010.11.24.21.09.19,9818,8,Spino,A,14,H,MP
B3,2010.11.24.21.09.19,9818,8,Syn,A,14,H,MP
B4,2010.11.24.21.09.19,9818,8,PSD,A,14,H,MP
B9,2010.11.24.21.09.19,6477,8,PSD,B,14,H,MP
B10,2010.11.24.21.09.19,6477,8,Syn,B,14,H,MP
B11,2010.11.24.21.09.19,6477,8,Spino,B,14,H,MP
C2,2010.11.24.21.09.19,9818,8,Spino,A,14,H,CTL
C3,2010.11.24.21.09.19,9818,8,Syn,A,14,H,CTL
C4,2010.11.24.21.09.19,9818,8,PSD,A,14,H,CTL
C9,2010.11.24.21.09.19,6477,8,PSD,B,14,H,CTL
C10,2010.11.24.21.09.19,6477,8,Syn,B,14,H,CTL
C11,2010.11.24.21.09.19,6477,8,Spino,B,14,H,CTL
D2,2010.11.24.21.09.19,9818,8,Spino,A,14,H,MP
D3,2010.11.24.21.09.19,9818,8,Syn,A,14,H,MP
D4,2010.11.24.21.09.19,9818,8,PSD,A,14,H,MP
D9,2010.11.24.21.09.19,6477,8,PSD,B,14,H,MP
D10,2010.11.24.21.09.19,6477,8,Syn,B,14,H,MP
D11,2010.11.24.21.09.19,6477,8,Spino,B,14,H,MP
E2,2010.11.24.21.09.19,9818,8,Spino,A,14,H,CTL
E3,2010.11.24.21.09.19,9818,8,Syn,A,14,H,CTL
E4,2010.11.24.21.09.19,9818,8,PSD,A,14,H,CTL
E9,2010.11.24.21.09.19,6477,8,PSD,B,14,H,CTL
E10,2010.11.24.21.09.19,6477,8,Syn,B,14,H,CTL
E11,2010.11.24.21.09.19,6477,8,Spino,B,14,H,CTL
F2,2010.11.24.21.09.19,9818,8,Spino,A,14,H,MP
F3,2010.11.24.21.09.19,9818,8,Syn,A,14,H,MP
F4,2010.11.24.21.09.19,9818,8,PSD,A,14,H,MP
F9,2010.11.24.21.09.19,6477,8,PSD,B,14,H,MP
F10,2010.11.24.21.09.19,6477,8,Syn,B,14,H,MP
F11,2010.11.24.21.09.19,6477,8,Spino,B,14,H,MP
G2,2010.11.24.21.09.19,9818,8,Spino,A,14,H,CTL
G3,2010.11.24.21.09.19,9818,8,Syn,A,14,H,CTL
G4,2010.11.24.21.09.19,9818,8,PSD,A,14,H,CTL
G9,2010.11.24.21.09.19,6477,8,PSD,B,14,H,CTL
G10,2010.11.24.21.09.19,6477,8,Syn,B,14,H,CTL
G11,2010.11.24.21.09.19,6477,8,Spino,B,14,H,CTL
B5,2010.11.25.21.28.53,9818,9,GluR1,A,14,H,CTL
B6,2010.11.25.21.28.53,9818,9,GluR2,A,14,H,CTL
B7,2010.11.25.21.28.53,6477,9,GluR2,B,14,H,CTL
B8,2010.11.25.21.28.53,6477,9,GluR1,B,14,H,CTL
C5,2010.11.25.21.28.53,9818,9,GluR1,A,14,H,MP
C6,2010.11.25.21.28.53,9818,9,GluR2,A,14,H,MP
C7,2010.11.25.21.28.53,6477,9,GluR2,B,14,H,MP
C8,2010.11.25.21.28.53,6477,9,GluR1,B,14,H,MP
D5,2010.11.25.21.28.53,9818,9,GluR1,A,14,H,CTL
D6,2010.11.25.21.28.53,9818,9,GluR2,A,14,H,CTL
D7,2010.11.25.21.28.53,6477,9,GluR2,B,14,H,CTL
D8,2010.11.25.21.28.53,6477,9,GluR1,B,14,H,CTL
E5,2010.11.25.21.28.53,9818,9,GluR1,A,14,H,MP
E6,2010.11.25.21.28.53,9818,9,GluR2,A,14,H,MP
E7,2010.11.25.21.28.53,6477,9,GluR2,B,14,H,MP
E8,2010.11.25.21.28.53,6477,9,GluR1,B,14,H,MP
F5,2010.11.25.21.28.53,9818,9,GluR1,A,14,H,CTL
F6,2010.11.25.21.28.53,9818,9,GluR2,A,14,H,CTL
F7,2010.11.25.21.28.53,6477,9,GluR2,B,14,H,CTL
F8,2010.11.25.21.28.53,6477,9,GluR1,B,14,H,CTL
G5,2010.11.25.21.28.53,9818,9,GluR1,A,14,H,MP
G6,2010.11.25.21.28.53,9818,9,GluR2,A,14,H,MP
G7,2010.11.25.21.28.53,6477,9,GluR2,B,14,H,MP
G8,2010.11.25.21.28.53,6477,9,GluR1,B,14,H,MP
B2,2010.11.24.21.55.28,9818,9,Spino,A,14,H,CTL
B3,2010.11.24.21.55.28,9818,9,Syn,A,14,H,CTL
B4,2010.11.24.21.55.28,9818,9,PSD,A,14,H,CTL
B9,2010.11.24.21.55.28,6477,9,PSD,B,14,H,CTL
B10,2010.11.24.21.55.28,6477,9,Syn,B,14,H,CTL
B11,2010.11.24.21.55.28,6477,9,Spino,B,14,H,CTL
C2,2010.11.24.21.55.28,9818,9,Spino,A,14,H,MP
C3,2010.11.24.21.55.28,9818,9,Syn,A,14,H,MP
C4,2010.11.24.21.55.28,9818,9,PSD,A,14,H,MP
C9,2010.11.24.21.55.28,6477,9,PSD,B,14,H,MP
C10,2010.11.24.21.55.28,6477,9,Syn,B,14,H,MP
C11,2010.11.24.21.55.28,6477,9,Spino,B,14,H,MP
D2,2010.11.24.21.55.28,9818,9,Spino,A,14,H,CTL
D3,2010.11.24.21.55.28,9818,9,Syn,A,14,H,CTL
D4,2010.11.24.21.55.28,9818,9,PSD,A,14,H,CTL
D9,2010.11.24.21.55.28,6477,9,PSD,B,14,H,CTL
D10,2010.11.24.21.55.28,6477,9,Syn,B,14,H,CTL
D11,2010.11.24.21.55.28,6477,9,Spino,B,14,H,CTL
E2,2010.11.24.21.55.28,9818,9,Spino,A,14,H,MP
E3,2010.11.24.21.55.28,9818,9,Syn,A,14,H,MP
E4,2010.11.24.21.55.28,9818,9,PSD,A,14,H,MP
E9,2010.11.24.21.55.28,6477,9,PSD,B,14,H,MP
E10,2010.11.24.21.55.28,6477,9,Syn,B,14,H,MP
E11,2010.11.24.21.55.28,6477,9,Spino,B,14,H,MP
F2,2010.11.24.21.55.28,9818,9,Spino,A,14,H,CTL
F3,2010.11.24.21.55.28,9818,9,Syn,A,14,H,CTL
F4,2010.11.24.21.55.28,9818,9,PSD,A,14,H,CTL
F9,2010.11.24.21.55.28,6477,9,PSD,B,14,H,CTL
F10,2010.11.24.21.55.28,6477,9,Syn,B,14,H,CTL
F11,2010.11.24.21.55.28,6477,9,Spino,B,14,H,CTL
G2,2010.11.24.21.55.28,9818,9,Spino,A,14,H,MP
G3,2010.11.24.21.55.28,9818,9,Syn,A,14,H,MP
G4,2010.11.24.21.55.28,9818,9,PSD,A,14,H,MP
G9,2010.11.24.21.55.28,6477,9,PSD,B,14,H,MP
G10,2010.11.24.21.55.28,6477,9,Syn,B,14,H,MP
G11,2010.11.24.21.55.28,6477,9,Spino,B,14,H,MP
B5,2010.11.25.22.15.16,8925,10,GluR1,B,14,H,MP
B6,2010.11.25.22.15.16,8925,10,GluR2,B,14,H,MP
B7,2010.11.25.22.15.16,6487,10,GluR2,A,14,H,MP
B8,2010.11.25.22.15.16,6487,10,GluR1,A,14,H,MP
C5,2010.11.25.22.15.16,8925,10,GluR1,B,14,H,CTL
C6,2010.11.25.22.15.16,8925,10,GluR2,B,14,H,CTL
C7,2010.11.25.22.15.16,6487,10,GluR2,A,14,H,CTL
C8,2010.11.25.22.15.16,6487,10,GluR1,A,14,H,CTL
D5,2010.11.25.22.15.16,8925,10,GluR1,B,14,H,MP
D6,2010.11.25.22.15.16,8925,10,GluR2,B,14,H,MP
D7,2010.11.25.22.15.16,6487,10,GluR2,A,14,H,MP
D8,2010.11.25.22.15.16,6487,10,GluR1,A,14,H,MP
E5,2010.11.25.22.15.16,8925,10,GluR1,B,14,H,CTL
E6,2010.11.25.22.15.16,8925,10,GluR2,B,14,H,CTL
E7,2010.11.25.22.15.16,6487,10,GluR2,A,14,H,CTL
E8,2010.11.25.22.15.16,6487,10,GluR1,A,14,H,CTL
F5,2010.11.25.22.15.16,8925,10,GluR1,B,14,H,MP
F6,2010.11.25.22.15.16,8925,10,GluR2,B,14,H,MP
F7,2010.11.25.22.15.16,6487,10,GluR2,A,14,H,MP
F8,2010.11.25.22.15.16,6487,10,GluR1,A,14,H,MP
G5,2010.11.25.22.15.16,8925,10,GluR1,B,14,H,CTL
G6,2010.11.25.22.15.16,8925,10,GluR2,B,14,H,CTL
G7,2010.11.25.22.15.16,6487,10,GluR2,A,14,H,CTL
G8,2010.11.25.22.15.16,6487,10,GluR1,A,14,H,CTL
B2,2010.11.24.22.41.38,8925,10,Spino,B,14,H,MP
B3,2010.11.24.22.41.38,8925,10,Syn,B,14,H,MP
B4,2010.11.24.22.41.38,8925,10,PSD,B,14,H,MP
B9,2010.11.24.22.41.38,6487,10,PSD,A,14,H,MP
B10,2010.11.24.22.41.38,6487,10,Syn,A,14,H,MP
B11,2010.11.24.22.41.38,6487,10,Spino,A,14,H,MP
C2,2010.11.24.22.41.38,8925,10,Spino,B,14,H,CTL
C3,2010.11.24.22.41.38,8925,10,Syn,B,14,H,CTL
C4,2010.11.24.22.41.38,8925,10,PSD,B,14,H,CTL
C9,2010.11.24.22.41.38,6487,10,PSD,A,14,H,CTL
C10,2010.11.24.22.41.38,6487,10,Syn,A,14,H,CTL
C11,2010.11.24.22.41.38,6487,10,Spino,A,14,H,CTL
D2,2010.11.24.22.41.38,8925,10,Spino,B,14,H,MP
D3,2010.11.24.22.41.38,8925,10,Syn,B,14,H,MP
D4,2010.11.24.22.41.38,8925,10,PSD,B,14,H,MP
D9,2010.11.24.22.41.38,6487,10,PSD,A,14,H,MP
D10,2010.11.24.22.41.38,6487,10,Syn,A,14,H,MP
D11,2010.11.24.22.41.38,6487,10,Spino,A,14,H,MP
E2,2010.11.24.22.41.38,8925,10,Spino,B,14,H,CTL
E3,2010.11.24.22.41.38,8925,10,Syn,B,14,H,CTL
E4,2010.11.24.22.41.38,8925,10,PSD,B,14,H,CTL
E9,2010.11.24.22.41.38,6487,10,PSD,A,14,H,CTL
E10,2010.11.24.22.41.38,6487,10,Syn,A,14,H,CTL
E11,2010.11.24.22.41.38,6487,10,Spino,A,14,H,CTL
F2,2010.11.24.22.41.38,8925,10,Spino,B,14,H,MP
F3,2010.11.24.22.41.38,8925,10,Syn,B,14,H,MP
F4,2010.11.24.22.41.38,8925,10,PSD,B,14,H,MP
F9,2010.11.24.22.41.38,6487,10,PSD,A,14,H,MP
F10,2010.11.24.22.41.38,6487,10,Syn,A,14,H,MP
F11,2010.11.24.22.41.38,6487,10,Spino,A,14,H,MP
G2,2010.11.24.22.41.38,8925,10,Spino,B,14,H,CTL
G3,2010.11.24.22.41.38,8925,10,Syn,B,14,H,CTL
G4,2010.11.24.22.41.38,8925,10,PSD,B,14,H,CTL
G9,2010.11.24.22.41.38,6487,10,PSD,A,14,H,CTL
G10,2010.11.24.22.41.38,6487,10,Syn,A,14,H,CTL
G11,2010.11.24.22.41.38,6487,10,Spino,A,14,H,CTL
B5,2010.11.25.23.01.09,8925,11,GluR1,B,14,H,CTL
B6,2010.11.25.23.01.09,8925,11,GluR2,B,14,H,CTL
B7,2010.11.25.23.01.09,6487,11,GluR2,A,14,H,CTL
B8,2010.11.25.23.01.09,6487,11,GluR1,A,14,H,CTL
C5,2010.11.25.23.01.09,8925,11,GluR1,B,14,H,MP
C6,2010.11.25.23.01.09,8925,11,GluR2,B,14,H,MP
C7,2010.11.25.23.01.09,6487,11,GluR2,A,14,H,MP
C8,2010.11.25.23.01.09,6487,11,GluR1,A,14,H,MP
D5,2010.11.25.23.01.09,8925,11,GluR1,B,14,H,CTL
D6,2010.11.25.23.01.09,8925,11,GluR2,B,14,H,CTL
D7,2010.11.25.23.01.09,6487,11,GluR2,A,14,H,CTL
D8,2010.11.25.23.01.09,6487,11,GluR1,A,14,H,CTL
E5,2010.11.25.23.01.09,8925,11,GluR1,B,14,H,MP
E6,2010.11.25.23.01.09,8925,11,GluR2,B,14,H,MP
E7,2010.11.25.23.01.09,6487,11,GluR2,A,14,H,MP
E8,2010.11.25.23.01.09,6487,11,GluR1,A,14,H,MP
F5,2010.11.25.23.01.09,8925,11,GluR1,B,14,H,CTL
F6,2010.11.25.23.01.09,8925,11,GluR2,B,14,H,CTL
F7,2010.11.25.23.01.09,6487,11,GluR2,A,14,H,CTL
F8,2010.11.25.23.01.09,6487,11,GluR1,A,14,H,CTL
G5,2010.11.25.23.01.09,8925,11,GluR1,B,14,H,MP
G6,2010.11.25.23.01.09,8925,11,GluR2,B,14,H,MP
G7,2010.11.25.23.01.09,6487,11,GluR2,A,14,H,MP
G8,2010.11.25.23.01.09,6487,11,GluR1,A,14,H,MP
B2,2010.11.24.23.27.46,8925,11,Spino,B,14,H,CTL
B3,2010.11.24.23.27.46,8925,11,Syn,B,14,H,CTL
B4,2010.11.24.23.27.46,8925,11,PSD,B,14,H,CTL
B9,2010.11.24.23.27.46,6487,11,PSD,A,14,H,CTL
B10,2010.11.24.23.27.46,6487,11,Syn,A,14,H,CTL
B11,2010.11.24.23.27.46,6487,11,Spino,A,14,H,CTL
C2,2010.11.24.23.27.46,8925,11,Spino,B,14,H,MP
C3,2010.11.24.23.27.46,8925,11,Syn,B,14,H,MP
C4,2010.11.24.23.27.46,8925,11,PSD,B,14,H,MP
C9,2010.11.24.23.27.46,6487,11,PSD,A,14,H,MP
C10,2010.11.24.23.27.46,6487,11,Syn,A,14,H,MP
C11,2010.11.24.23.27.46,6487,11,Spino,A,14,H,MP
D2,2010.11.24.23.27.46,8925,11,Spino,B,14,H,CTL
D3,2010.11.24.23.27.46,8925,11,Syn,B,14,H,CTL
D4,2010.11.24.23.27.46,8925,11,PSD,B,14,H,CTL
D9,2010.11.24.23.27.46,6487,11,PSD,A,14,H,CTL
D10,2010.11.24.23.27.46,6487,11,Syn,A,14,H,CTL
D11,2010.11.24.23.27.46,6487,11,Spino,A,14,H,CTL
E2,2010.11.24.23.27.46,8925,11,Spino,B,14,H,MP
E3,2010.11.24.23.27.46,8925,11,Syn,B,14,H,MP
E4,2010.11.24.23.27.46,8925,11,PSD,B,14,H,MP
E9,2010.11.24.23.27.46,6487,11,PSD,A,14,H,MP
E10,2010.11.24.23.27.46,6487,11,Syn,A,14,H,MP
E11,2010.11.24.23.27.46,6487,11,Spino,A,14,H,MP
F2,2010.11.24.23.27.46,8925,11,Spino,B,14,H,CTL
F3,2010.11.24.23.27.46,8925,11,Syn,B,14,H,CTL
F4,2010.11.24.23.27.46,8925,11,PSD,B,14,H,CTL
F9,2010.11.24.23.27.46,6487,11,PSD,A,14,H,CTL
F10,2010.11.24.23.27.46,6487,11,Syn,A,14,H,CTL
F11,2010.11.24.23.27.46,6487,11,Spino,A,14,H,CTL
G2,2010.11.24.23.27.46,8925,11,Spino,B,14,H,MP
G3,2010.11.24.23.27.46,8925,11,Syn,B,14,H,MP
G4,2010.11.24.23.27.46,8925,11,PSD,B,14,H,MP
G9,2010.11.24.23.27.46,6487,11,PSD,A,14,H,MP
G10,2010.11.24.23.27.46,6487,11,Syn,A,14,H,MP
G11,2010.11.24.23.27.46,6487,11,Spino,A,14,H,MP
B5,2010.11.25.23.47.34,8920,12,GluR1,B,14,H,MP
B6,2010.11.25.23.47.34,8920,12,GluR2,B,14,H,MP
B7,2010.11.25.23.47.34,9210,12,GluR2,A,14,H,MP
B8,2010.11.25.23.47.34,9210,12,GluR1,A,14,H,MP
C5,2010.11.25.23.47.34,8920,12,GluR1,B,14,H,CTL
C6,2010.11.25.23.47.34,8920,12,GluR2,B,14,H,CTL
C7,2010.11.25.23.47.34,9210,12,GluR2,A,14,H,CTL
C8,2010.11.25.23.47.34,9210,12,GluR1,A,14,H,CTL
D5,2010.11.25.23.47.34,8920,12,GluR1,B,14,H,MP
D6,2010.11.25.23.47.34,8920,12,GluR2,B,14,H,MP
D7,2010.11.25.23.47.34,9210,12,GluR2,A,14,H,MP
D8,2010.11.25.23.47.34,9210,12,GluR1,A,14,H,MP
E5,2010.11.25.23.47.34,8920,12,GluR1,B,14,H,CTL
E6,2010.11.25.23.47.34,8920,12,GluR2,B,14,H,CTL
E7,2010.11.25.23.47.34,9210,12,GluR2,A,14,H,CTL
E8,2010.11.25.23.47.34,9210,12,GluR1,A,14,H,CTL
F5,2010.11.25.23.47.34,8920,12,GluR1,B,14,H,MP
F6,2010.11.25.23.47.34,8920,12,GluR2,B,14,H,MP
F7,2010.11.25.23.47.34,9210,12,GluR2,A,14,H,MP
F8,2010.11.25.23.47.34,9210,12,GluR1,A,14,H,MP
G5,2010.11.25.23.47.34,8920,12,GluR1,B,14,H,CTL
G6,2010.11.25.23.47.34,8920,12,GluR2,B,14,H,CTL
G7,2010.11.25.23.47.34,9210,12,GluR2,A,14,H,CTL
G8,2010.11.25.23.47.34,9210,12,GluR1,A,14,H,CTL
B2,2010.11.25.00.13.56,8920,12,Spino,B,14,H,MP
B3,2010.11.25.00.13.56,8920,12,Syn,B,14,H,MP
B4,2010.11.25.00.13.56,8920,12,PSD,B,14,H,MP
B9,2010.11.25.00.13.56,9210,12,PSD,A,14,H,MP
B10,2010.11.25.00.13.56,9210,12,Syn,A,14,H,MP
B11,2010.11.25.00.13.56,9210,12,Spino,A,14,H,MP
C2,2010.11.25.00.13.56,8920,12,Spino,B,14,H,CTL
C3,2010.11.25.00.13.56,8920,12,Syn,B,14,H,CTL
C4,2010.11.25.00.13.56,8920,12,PSD,B,14,H,CTL
C9,2010.11.25.00.13.56,9210,12,PSD,A,14,H,CTL
C10,2010.11.25.00.13.56,9210,12,Syn,A,14,H,CTL
C11,2010.11.25.00.13.56,9210,12,Spino,A,14,H,CTL
D2,2010.11.25.00.13.56,8920,12,Spino,B,14,H,MP
D3,2010.11.25.00.13.56,8920,12,Syn,B,14,H,MP
D4,2010.11.25.00.13.56,8920,12,PSD,B,14,H,MP
D9,2010.11.25.00.13.56,9210,12,PSD,A,14,H,MP
D10,2010.11.25.00.13.56,9210,12,Syn,A,14,H,MP
D11,2010.11.25.00.13.56,9210,12,Spino,A,14,H,MP
E2,2010.11.25.00.13.56,8920,12,Spino,B,14,H,CTL
E3,2010.11.25.00.13.56,8920,12,Syn,B,14,H,CTL
E4,2010.11.25.00.13.56,8920,12,PSD,B,14,H,CTL
E9,2010.11.25.00.13.56,9210,12,PSD,A,14,H,CTL
E10,2010.11.25.00.13.56,9210,12,Syn,A,14,H,CTL
E11,2010.11.25.00.13.56,9210,12,Spino,A,14,H,CTL
F2,2010.11.25.00.13.56,8920,12,Spino,B,14,H,MP
F3,2010.11.25.00.13.56,8920,12,Syn,B,14,H,MP
F4,2010.11.25.00.13.56,8920,12,PSD,B,14,H,MP
F9,2010.11.25.00.13.56,9210,12,PSD,A,14,H,MP
F10,2010.11.25.00.13.56,9210,12,Syn,A,14,H,MP
F11,2010.11.25.00.13.56,9210,12,Spino,A,14,H,MP
G2,2010.11.25.00.13.56,8920,12,Spino,B,14,H,CTL
G3,2010.11.25.00.13.56,8920,12,Syn,B,14,H,CTL
G4,2010.11.25.00.13.56,8920,12,PSD,B,14,H,CTL
G9,2010.11.25.00.13.56,9210,12,PSD,A,14,H,CTL
G10,2010.11.25.00.13.56,9210,12,Syn,A,14,H,CTL
G11,2010.11.25.00.13.56,9210,12,Spino,A,14,H,CTL
B5,2010.11.26.00.33.28,8920,13,GluR1,B,14,H,CTL
B6,2010.11.26.00.33.28,8920,13,GluR2,B,14,H,CTL
B7,2010.11.26.00.33.28,9210,13,GluR2,A,14,H,CTL
B8,2010.11.26.00.33.28,9210,13,GluR1,A,14,H,CTL
C5,2010.11.26.00.33.28,8920,13,GluR1,B,14,H,MP
C6,2010.11.26.00.33.28,8920,13,GluR2,B,14,H,MP
C7,2010.11.26.00.33.28,9210,13,GluR2,A,14,H,MP
C8,2010.11.26.00.33.28,9210,13,GluR1,A,14,H,MP
D5,2010.11.26.00.33.28,8920,13,GluR1,B,14,H,CTL
D6,2010.11.26.00.33.28,8920,13,GluR2,B,14,H,CTL
D7,2010.11.26.00.33.28,9210,13,GluR2,A,14,H,CTL
D8,2010.11.26.00.33.28,9210,13,GluR1,A,14,H,CTL
E5,2010.11.26.00.33.28,8920,13,GluR1,B,14,H,MP
E6,2010.11.26.00.33.28,8920,13,GluR2,B,14,H,MP
E7,2010.11.26.00.33.28,9210,13,GluR2,A,14,H,MP
E8,2010.11.26.00.33.28,9210,13,GluR1,A,14,H,MP
F5,2010.11.26.00.33.28,8920,13,GluR1,B,14,H,CTL
F6,2010.11.26.00.33.28,8920,13,GluR2,B,14,H,CTL
F7,2010.11.26.00.33.28,9210,13,GluR2,A,14,H,CTL
F8,2010.11.26.00.33.28,9210,13,GluR1,A,14,H,CTL
G5,2010.11.26.00.33.28,8920,13,GluR1,B,14,H,MP
G6,2010.11.26.00.33.28,8920,13,GluR2,B,14,H,MP
G7,2010.11.26.00.33.28,9210,13,GluR2,A,14,H,MP
G8,2010.11.26.00.33.28,9210,13,GluR1,A,14,H,MP
B2,2010.11.25.01.00.05,8920,13,Spino,B,14,H,CTL
B3,2010.11.25.01.00.05,8920,13,Syn,B,14,H,CTL
B4,2010.11.25.01.00.05,8920,13,PSD,B,14,H,CTL
B9,2010.11.25.01.00.05,9210,13,PSD,A,14,H,CTL
B10,2010.11.25.01.00.05,9210,13,Syn,A,14,H,CTL
B11,2010.11.25.01.00.05,9210,13,Spino,A,14,H,CTL
C2,2010.11.25.01.00.05,8920,13,Spino,B,14,H,MP
C3,2010.11.25.01.00.05,8920,13,Syn,B,14,H,MP
C4,2010.11.25.01.00.05,8920,13,PSD,B,14,H,MP
C9,2010.11.25.01.00.05,9210,13,PSD,A,14,H,MP
C10,2010.11.25.01.00.05,9210,13,Syn,A,14,H,MP
C11,2010.11.25.01.00.05,9210,13,Spino,A,14,H,MP
D2,2010.11.25.01.00.05,8920,13,Spino,B,14,H,CTL
D3,2010.11.25.01.00.05,8920,13,Syn,B,14,H,CTL
D4,2010.11.25.01.00.05,8920,13,PSD,B,14,H,CTL
D9,2010.11.25.01.00.05,9210,13,PSD,A,14,H,CTL
D10,2010.11.25.01.00.05,9210,13,Syn,A,14,H,CTL
D11,2010.11.25.01.00.05,9210,13,Spino,A,14,H,CTL
E2,2010.11.25.01.00.05,8920,13,Spino,B,14,H,MP
E3,2010.11.25.01.00.05,8920,13,Syn,B,14,H,MP
E4,2010.11.25.01.00.05,8920,13,PSD,B,14,H,MP
E9,2010.11.25.01.00.05,9210,13,PSD,A,14,H,MP
E10,2010.11.25.01.00.05,9210,13,Syn,A,14,H,MP
E11,2010.11.25.01.00.05,9210,13,Spino,A,14,H,MP
F2,2010.11.25.01.00.05,8920,13,Spino,B,14,H,CTL
F3,2010.11.25.01.00.05,8920,13,Syn,B,14,H,CTL
F4,2010.11.25.01.00.05,8920,13,PSD,B,14,H,CTL
F9,2010.11.25.01.00.05,9210,13,PSD,A,14,H,CTL
F10,2010.11.25.01.00.05,9210,13,Syn,A,14,H,CTL
F11,2010.11.25.01.00.05,9210,13,Spino,A,14,H,CTL
G2,2010.11.25.01.00.05,8920,13,Spino,B,14,H,MP
G3,2010.11.25.01.00.05,8920,13,Syn,B,14,H,MP
G4,2010.11.25.01.00.05,8920,13,PSD,B,14,H,MP
G9,2010.11.25.01.00.05,9210,13,PSD,A,14,H,MP
G10,2010.11.25.01.00.05,9210,13,Syn,A,14,H,MP
G11,2010.11.25.01.00.05,9210,13,Spino,A,14,H,MP
B5,2010.11.26.01.19.56,34,14,GluR1,A,14,H,MP
B6,2010.11.26.01.19.56,34,14,GluR2,A,14,H,MP
B7,2010.11.26.01.19.56,8922,14,GluR2,B,14,H,MP
B8,2010.11.26.01.19.56,8922,14,GluR1,B,14,H,MP
C5,2010.11.26.01.19.56,34,14,GluR1,A,14,H,CTL
C6,2010.11.26.01.19.56,34,14,GluR2,A,14,H,CTL
C7,2010.11.26.01.19.56,8922,14,GluR2,B,14,H,CTL
C8,2010.11.26.01.19.56,8922,14,GluR1,B,14,H,CTL
D5,2010.11.26.01.19.56,34,14,GluR1,A,14,H,MP
D6,2010.11.26.01.19.56,34,14,GluR2,A,14,H,MP
D7,2010.11.26.01.19.56,8922,14,GluR2,B,14,H,MP
D8,2010.11.26.01.19.56,8922,14,GluR1,B,14,H,MP
E5,2010.11.26.01.19.56,34,14,GluR1,A,14,H,CTL
E6,2010.11.26.01.19.56,34,14,GluR2,A,14,H,CTL
E7,2010.11.26.01.19.56,8922,14,GluR2,B,14,H,CTL
E8,2010.11.26.01.19.56,8922,14,GluR1,B,14,H,CTL
F5,2010.11.26.01.19.56,34,14,GluR1,A,14,H,MP
F6,2010.11.26.01.19.56,34,14,GluR2,A,14,H,MP
F7,2010.11.26.01.19.56,8922,14,GluR2,B,14,H,MP
F8,2010.11.26.01.19.56,8922,14,GluR1,B,14,H,MP
G5,2010.11.26.01.19.56,34,14,GluR1,A,14,H,CTL
G6,2010.11.26.01.19.56,34,14,GluR2,A,14,H,CTL
G7,2010.11.26.01.19.56,8922,14,GluR2,B,14,H,CTL
G8,2010.11.26.01.19.56,8922,14,GluR1,B,14,H,CTL
B2,2010.11.25.01.46.17,34,14,Spino,A,14,H,MP
B3,2010.11.25.01.46.17,34,14,Syn,A,14,H,MP
B4,2010.11.25.01.46.17,34,14,PSD,A,14,H,MP
B9,2010.11.25.01.46.17,8922,14,PSD,B,14,H,MP
B10,2010.11.25.01.46.17,8922,14,Syn,B,14,H,MP
B11,2010.11.25.01.46.17,8922,14,Spino,B,14,H,MP
C2,2010.11.25.01.46.17,34,14,Spino,A,14,H,CTL
